date,amfi_code,nav,return,return_pct
2022-01-03,100016,520.4608,,
2022-01-04,100016,515.0971,-0.010305675278522441,-1.0305675278522441
2022-01-05,100016,521.7239,0.012865147173222402,1.2865147173222402
2022-01-06,100016,515.788,-0.011377473794089044,-1.1377473794089044
2022-01-07,100016,515.1639,-0.001209993253041941,-0.1209993253041941
2022-01-08,100016,515.1639,0.0,0.0
2022-01-09,100016,515.1639,0.0,0.0
2022-01-10,100016,510.7136,-0.008638609964712218,-0.8638609964712218
2022-01-11,100016,513.5542,0.005562021453902943,0.5562021453902943
2022-01-12,100016,512.3195,-0.00240422529890727,-0.240422529890727
2022-01-13,100016,510.2445,-0.00405020695093572,-0.40502069509357197
2022-01-14,100016,514.3636,0.00807279647306336,0.807279647306336
2022-01-15,100016,514.3636,0.0,0.0
2022-01-16,100016,514.3636,0.0,0.0
2022-01-17,100016,514.7627,0.0007759102704778531,0.07759102704778531
2022-01-18,100016,517.3803,0.005085061524465528,0.5085061524465528
2022-01-19,100016,513.1866,-0.008105642986406814,-0.8105642986406814
2022-01-20,100016,507.1294,-0.011803114110929713,-1.1803114110929713
2022-01-21,100016,507.871,0.0014623486628857485,0.14623486628857485
2022-01-22,100016,507.871,0.0,0.0
2022-01-23,100016,507.871,0.0,0.0
2022-01-24,100016,506.7062,-0.0022934957892849495,-0.22934957892849495
2022-01-25,100016,509.7762,0.006058737785328061,0.6058737785328061
2022-01-26,100016,509.68,-0.00018871026148337133,-0.018871026148337133
2022-01-27,100016,510.8661,0.002327146444828232,0.2327146444828232
2022-01-28,100016,503.8641,-0.013706135521617147,-1.3706135521617147
2022-01-29,100016,503.8641,0.0,0.0
2022-01-30,100016,503.8641,0.0,0.0
2022-01-31,100016,512.5903,0.01731855871454213,1.7318558714542132
2022-02-01,100016,512.1124,-0.0009323235340191749,-0.09323235340191749
2022-02-02,100016,515.5386,0.006690328138900803,0.6690328138900803
2022-02-03,100016,512.0153,-0.0068342118320527945,-0.6834211832052794
2022-02-04,100016,513.6729,0.0032374032572854983,0.3237403257285498
2022-02-05,100016,513.6729,0.0,0.0
2022-02-06,100016,513.6729,0.0,0.0
2022-02-07,100016,508.0666,-0.010914144000978121,-1.091414400097812
2022-02-08,100016,510.3595,0.004512991013382983,0.4512991013382983
2022-02-09,100016,509.0223,-0.0026201138609157626,-0.26201138609157626
2022-02-10,100016,509.4161,0.0007736399760875923,0.07736399760875923
2022-02-11,100016,512.826,0.006693742109839196,0.6693742109839196
2022-02-12,100016,512.826,0.0,0.0
2022-02-13,100016,512.826,0.0,0.0
2022-02-14,100016,507.5435,-0.010300764781816851,-1.0300764781816851
2022-02-15,100016,504.7492,-0.005505537948964023,-0.5505537948964023
2022-02-16,100016,507.0506,0.004559492120046915,0.4559492120046915
2022-02-17,100016,516.7872,0.019202422795673746,1.9202422795673746
2022-02-18,100016,516.4246,-0.0007016427651457269,-0.07016427651457269
2022-02-19,100016,516.4246,0.0,0.0
2022-02-20,100016,516.4246,0.0,0.0
2022-02-21,100016,519.3918,0.005745659676165582,0.5745659676165582
2022-02-22,100016,519.1698,-0.0004274229974365884,-0.04274229974365884
2022-02-23,100016,528.4118,0.017801497698826108,1.7801497698826108
2022-02-24,100016,520.6004,-0.014782788726519613,-1.4782788726519613
2022-02-25,100016,521.3038,0.001351132269587163,0.1351132269587163
2022-02-26,100016,521.3038,0.0,0.0
2022-02-27,100016,521.3038,0.0,0.0
2022-02-28,100016,514.1489,-0.013725010253138326,-1.3725010253138326
2022-03-01,100016,503.1674,-0.021358598647201354,-2.1358598647201354
2022-03-02,100016,504.7495,0.003144281604889443,0.3144281604889443
2022-03-03,100016,505.6316,0.001747599551856771,0.1747599551856771
2022-03-04,100016,504.6233,-0.0019941396067809647,-0.19941396067809647
2022-03-05,100016,504.6233,0.0,0.0
2022-03-06,100016,504.6233,0.0,0.0
2022-03-07,100016,504.411,-0.0004207098641698659,-0.04207098641698659
2022-03-08,100016,518.6513,0.028231541342278454,2.8231541342278454
2022-03-09,100016,517.7387,-0.0017595636991558639,-0.17595636991558639
