amfi_code,CAGR,Annual_Return,Annual_Volatility,Sharpe,VaR_95,Max_Drawdown,scheme_name,category,fund_house,CAGR_pct,Volatility_pct,VaR_95_pct,MDD_pct
100016,0.018120649514627107,0.018120649514627107,0.12300429522029811,0.14731720938828521,0.012883548931908694,-0.24734440880673303,HDFC Top 100 Fund - Regular Plan - Growth,Equity,HDFC Mutual Fund,1.8120649514627107,12.30042952202981,1.2883548931908695,-24.734440880673304
100025,0.030550342227900096,0.030550342227900096,0.03304017152036827,0.9246423617706322,0.003337613149587215,-0.04308263824636327,HDFC Short Term Debt Fund - Regular - Growth,Debt,HDFC Mutual Fund,3.0550342227900096,3.304017152036827,0.3337613149587215,-4.308263824636327
100033,0.19921655341786848,0.19921655341786848,0.16029119278668078,1.2428415432842308,0.01690162517076692,-0.16217208574644837,HDFC Mid-Cap Opportunities Fund - Regular - Growth,Equity,HDFC Mutual Fund,19.92165534178685,16.029119278668077,1.690162517076692,-16.217208574644836
101206,0.15701133043947246,0.15701133043947246,0.1233211024777,1.2731911026165583,0.012173429806863612,-0.11291596329323095,ABSL Frontline Equity Fund - Regular - Growth,Equity,Aditya Birla Sun Life MF,15.701133043947246,12.33211024777,1.2173429806863612,-11.291596329323095
101207,0.054120823437189935,0.054120823437189935,0.21812982654308172,0.24811289815288423,0.02391462085614526,-0.35446916493366043,ABSL Small Cap Fund - Regular - Growth,Equity,Aditya Birla Sun Life MF,5.4120823437189935,21.812982654308172,2.391462085614526,-35.44691649336605
101208,0.04446752303984303,0.04446752303984303,0.0046186083719723155,9.627905087101759,0.00021844467202030148,-0.0016224980244715637,ABSL Liquid Fund - Regular - Growth,Debt,Aditya Birla Sun Life MF,4.446752303984303,0.46186083719723153,0.02184446720203015,-0.16224980244715637
102885,0.12249303405305811,0.12249303405305811,0.10863737121166002,1.1275404834161797,0.011047180236723242,-0.10859862152502298,UTI Nifty 50 Index Fund - Regular - Growth,Equity,UTI Mutual Fund,12.249303405305811,10.863737121166002,1.1047180236723242,-10.859862152502298
102886,0.008069711011326142,0.008069711011326142,0.153324412891911,0.05263161201220473,0.016857052171303167,-0.2800112356639297,UTI Mid Cap Fund - Regular - Growth,Equity,UTI Mutual Fund,0.8069711011326142,15.3324412891911,1.6857052171303166,-28.00112356639297
102887,0.11336323837814022,0.11336323837814022,0.1333125406950416,0.8503568965613199,0.013743344236293054,-0.21285398874796857,UTI Flexi Cap Fund - Regular - Growth,Equity,UTI Mutual Fund,11.336323837814021,13.331254069504158,1.3743344236293054,-21.285398874796858
118632,0.1603119877465975,0.1603119877465975,0.11978074493866034,1.3383786169362462,0.012333469077205582,-0.17414075086657277,Nippon India Large Cap Fund - Regular - Growth,Equity,Nippon India MF,16.03119877465975,11.978074493866034,1.233346907720558,-17.414075086657277
118633,0.10963342244556173,0.10963342244556173,0.11842466866302086,0.9257650765105813,0.01206568147523046,-0.18629743138595556,Nippon India Large Cap Fund - Direct - Growth,Equity,Nippon India MF,10.963342244556173,11.842466866302086,1.206568147523046,-18.629743138595558
118634,0.11028686693972078,0.11028686693972078,0.2134696587931471,0.5166395428897423,0.022809809042508043,-0.23344886144833177,Nippon India Small Cap Fund - Regular - Growth,Equity,Nippon India MF,11.028686693972078,21.346965879314713,2.2809809042508045,-23.344886144833175
118635,0.10754542254469612,0.10754542254469612,0.1098530663379872,0.9789933602199951,0.01103346672270995,-0.11511457598975472,Nippon India ETF Nifty 50 BeES,Equity,Nippon India MF,10.754542254469612,10.985306633798722,1.103346672270995,-11.511457598975472
118636,0.03638770200952979,0.03638770200952979,0.03372748030452581,1.078874012555483,0.0033443895621997673,-0.0831636176363858,Nippon India Gilt Securities Fund - Regular - Growth,Debt,Nippon India MF,3.6387702009529788,3.372748030452581,0.3344389562199767,-8.31636176363858
119092,0.04351309541168158,0.04351309541168158,0.11796511781793355,0.36886408640594376,0.012692876487327587,-0.1440161790933725,Axis Bluechip Fund - Regular - Growth,Equity,Axis Mutual Fund,4.351309541168158,11.796511781793354,1.2692876487327587,-14.40161790933725
119093,0.05384315930079642,0.05384315930079642,0.1182482043206585,0.4553401855878312,0.01258785333198682,-0.21751396370148146,Axis Bluechip Fund - Direct - Growth,Equity,Axis Mutual Fund,5.384315930079642,11.824820432065849,1.258785333198682,-21.751396370148147
119094,0.18705211486277373,0.18705211486277373,0.16424631396783185,1.1388512189041178,0.016996541912790986,-0.20960883862039204,Axis Midcap Fund - Regular - Growth,Equity,Axis Mutual Fund,18.705211486277374,16.424631396783184,1.6996541912790986,-20.960883862039204
119095,0.010472845717320434,0.010472845717320434,0.21193443362831205,0.04941549864279053,0.02328360266362247,-0.5167775370852661,Axis Small Cap Fund - Regular - Growth,Equity,Axis Mutual Fund,1.0472845717320434,21.193443362831204,2.328360266362247,-51.67775370852661
119120,0.04027159089473997,0.04027159089473997,0.033578141422046424,1.1993394866190785,0.003428846226904114,-0.04328728923970038,SBI Magnum Gilt Fund - Regular Plan - Growth,Debt,SBI Mutual Fund,4.027159089473997,3.3578141422046426,0.3428846226904114,-4.328728923970038
119551,0.17161430066431982,0.17161430066431982,0.11636541830220286,1.474787812119875,0.011826841635318986,-0.15012385498645375,SBI Bluechip Fund - Regular Plan - Growth,Equity,SBI Mutual Fund,17.161430066431983,11.636541830220287,1.1826841635318985,-15.012385498645376
119552,0.14396354506290598,0.14396354506290598,0.11798750618901811,1.2201592330655229,0.012129038937142643,-0.11803493502764328,SBI Bluechip Fund - Direct Plan - Growth,Equity,SBI Mutual Fund,14.3963545062906,11.798750618901812,1.2129038937142642,-11.80349350276433
